MaStR-Nr. der Stromerzeugungseinheit,Anzeige-Name der Stromerzeugungseinheit,Bundesland der Einheit,Auswertung Energieträger,Bruttoleistung in MW,Nettonennleistung (elektrische Wirkleistung) in MW,Volleinspeisung oder Teileinspeisung?,Anschlussnetzbetreiber,Spannungsebene
SEE940039139749,SW Karlsruhe Heizkraftwerk West Generator 3,Baden-Württemberg,Erdgas,42,33,Volleinspeisung,Stadtwerke Karlsruhe Netzservice GmbH (SNB971087047229),Hochspannung; Hochspannung
SEE957285549260,Dampfturbine 9,Schleswig-Holstein,Steinkohle,35.9,32.9,Volleinspeisung,Stadtwerke Flensburg GmbH (SNB922220582657),Mittelspannung
SEE990438768378,Dampfturbine 8,Schleswig-Holstein,Steinkohle,35.9,32.9,Volleinspeisung,,Mittelspannung
SEE9-Dummy-EEG,,Sachsen-Anhalt,Wasser,32.795,32.795,,,
SEE940303116315,Turbosatz 5,Brandenburg,Abfall,32.32,32.32,Teileinspeisung (einschließlich Eigenverbrauch),E.DIS Netz GmbH (SNB941690671609),Mittelspannung
SEE980525088564,UER N230 NST3,Nordrhein-Westfalen,Erdgas,33,32.2,Teileinspeisung (einschließlich Eigenverbrauch),NETCUR GmbH (SNB974711150357),Umspannebene Hochspannung/Mittelspannung
SEE958310939391,MKK,Bremen,Abfall,35,32,Teileinspeisung (einschließlich Eigenverbrauch),wesernetz Bremen GmbH (SNB942238573102),Mittelspannung
SEE944111876263,PPO1 - Eisenhüttenstadt,Brandenburg,Abfall,32,32,Volleinspeisung,E.DIS Netz GmbH (SNB941690671609),Hochspannung
SEE916865356940,Kraftwerk HA GT4,Hessen,Erdgas,32.604,32,Teileinspeisung (einschließlich Eigenverbrauch),Avacon Netz GmbH (SNB990362338043),Hochspannung; Hochspannung; Hochspannung
SEE917211801770,UPM Schongau DKW T4,Bayern,Erdgas,45,32,Volleinspeisung,LEW Verteilnetz GmbH (SNB911705062982),Hochspannung
SEE931986160672,UPM Schongau DKW T5,Bayern,Erdgas,45,32,Volleinspeisung,LEW Verteilnetz GmbH (SNB911705062982),Hochspannung
SEE915604855232,GuD-Anlage (Gasturbine),Bayern,Erdgas,32.25,31.552,Teileinspeisung (einschließlich Eigenverbrauch),Aschaffenburger Versorgungs-GmbH (SNB911081401368),Umspannebene Hochspannung/Mittelspannung; Umspannebene Hochspannung/Mittelspannung; Mittelspannung
SEE987278903410,Ma 4,Niedersachsen,Sonstige Energieträger (nicht erneuerbar),35,31.5,Teileinspeisung (einschließlich Eigenverbrauch),TenneT TSO GmbH (SNB970033313272),Höchstspannung
SEE982127973149,Kombi-HKW GT2,Hessen,Erdgas,31.95,31.15,Volleinspeisung,Städtische Werke Netz+Service GmbH (SNB935482852901),Hochspannung
SEE972128015696,BHKW Merheim RheinEnergie,Nordrhein-Westfalen,Erdgas,31.611,31.1,Volleinspeisung,Rheinische NETZGesellschaft mbH (SNB924477581384),Mittelspannung
SEE998111672394,IKW Wählitz,Sachsen-Anhalt,Braunkohle,35,31,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung
SEE991633857065,Gasturbine 1,Nordrhein-Westfalen,Erdgas,32,31,Teileinspeisung (einschließlich Eigenverbrauch),Stadtnetze Münster GmbH (SNB980883363112),Mittelspannung
SEE924909675933,Gasturbine 2,Nordrhein-Westfalen,Erdgas,32,31,Teileinspeisung (einschließlich Eigenverbrauch),Stadtnetze Münster GmbH (SNB980883363112),Mittelspannung
SEE990523934756,"Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 1",Nordrhein-Westfalen,Mineralölprodukte,35,31,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
SEE918373264410,BHKW GT-Ost,Bayern,Erdgas,31,30.7,Teileinspeisung (einschließlich Eigenverbrauch),swa Netze GmbH (SNB958077102830),Hochspannung
SEE911097916719,Gasturbine Model Sachsen Papier,Sachsen,Erdgas,30.64926,30.64926,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung
SEE917096062495,KWK Anlage Großenkneten,Niedersachsen,Erdgas,30.496,30.16,Teileinspeisung (einschließlich Eigenverbrauch),EWE NETZ GmbH (SNB951051725711),Umspannebene Hochspannung/Mittelspannung
SEE956268312785,Kondensationsturbine EKT,Sachsen-Anhalt,Abfall,40.49,30,Teileinspeisung (einschließlich Eigenverbrauch),Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931),Hochspannung
SEE970579995963,Scholven 1 DT,Nordrhein-Westfalen,Wärme,30.802,30,Teileinspeisung (einschließlich Eigenverbrauch),Amprion GmbH (SNB976890256486),Höchstspannung; Mittelspannung
SEE940779412058,KW Häusern MS A1,Baden-Württemberg,Pumpspeicher,30,30,,Amprion GmbH (SNB976890256486),Hochspannung
SEE903926257506,KW Häusern MS A2,Baden-Württemberg,Pumpspeicher,30,30,,Amprion GmbH (SNB976890256486),Hochspannung
SEE926786756569,KW Häusern MS B1,Baden-Württemberg,Pumpspeicher,30,30,,Netze BW GmbH (SNB948311994307),Hochspannung
SEE990811648037,KW Häusern MS B2,Baden-Württemberg,Pumpspeicher,30,30,,naturenergie netze GmbH (SNB945502201350); Netze BW GmbH (SNB948311994307),Hochspannung
SEE978187174503,Kraftwerk Oberaudorf-Ebbs MS1,Bayern,Wasser,30,30,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE996980679766,Kraftwerk Oberaudorf-Ebbs MS2,Bayern,Wasser,30,30,Volleinspeisung,Bayernwerk Netz GmbH (SNB940352624434),Hochspannung
SEE971886830459,illwerke vkw Vermuntwerk M1,Österreich,Wasser,30,30,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE943866326672,illwerke vkw Vermuntwerk M2,Österreich,Wasser,30,30,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE921472787742,illwerke vkw Vermuntwerk M3,Österreich,Wasser,30,30,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE957029086662,illwerke vkw Vermuntwerk M4,Österreich,Wasser,30,30,Volleinspeisung,TransnetBW GmbH (SNB984944755380),Höchstspannung
SEE924286409503,IKW Rüdersdorf,Brandenburg,Abfall,35.54,30,Teileinspeisung (einschließlich Eigenverbrauch),E.DIS Netz GmbH (SNB941690671609),Hochspannung
SEE907370296296,MKW SAD Turbine 5,Bayern,Abfall,30,30,Teileinspeisung (einschließlich Eigenverbrauch),Bayernwerk Netz GmbH (SNB940352624434),Umspannebene Höchstspannung/Hochspannung
SEE924053403383,"Shell Energy and Chemicals Park, Kraftwerk Wesseling, Turbine 5",Nordrhein-Westfalen,Mineralölprodukte,34.3,30,Teileinspeisung (einschließlich Eigenverbrauch),Westnetz GmbH (SNB921897286493),Hochspannung
